"id","start","end","chromosome","probeID","sourceID","IDtype"
"ABCB1",0,0,0,"8140782","ENSG00000085563","ensembl"
"SLC25A40",0,0,0,"8140814","ENSG00000075303","ensembl"
"SRI",0,0,0,"8140828","ENSG00000075142","ensembl"
"STEAP4",0,0,0,"8140840","ENSG00000127954","ensembl"
"C7orf62",0,0,0,"8140852","ENSG00000164645","ensembl"
"MTERF",0,0,0,"8140859","ENSG00000127989","ensembl"
"CYP51A1",0,0,0,"8140864","ENSG00000001630","ensembl"
"LOC401387",0,0,0,"8140869","ENSG00000240720","ensembl"
"KRIT1",0,0,0,"8140878","ENSG00000001631","ensembl"
"ERVWE1",0,0,0,"8140909","ENSG00000242950","ensembl"
"PEX1",0,0,0,"8140915","ENSG00000127980","ensembl"
"CDK6",0,0,0,"8140955","ENSG00000105810","ensembl"
"SAMD9",0,0,0,"8140967","ENSG00000205413","ensembl"
"SAMD9L",0,0,0,"8140971","ENSG00000177409","ensembl"
"HEPACAM2",0,0,0,"8140984","ENSG00000188175","ensembl"
"CALCR",0,0,0,"8140995","ENSG00000004948","ensembl"
"TFPI2",0,0,0,"8141016","ENSG00000105825","ensembl"
"BET1",0,0,0,"8141024","ENSG00000105829","ensembl"
"SGCE",0,0,0,"8141035","ENSG00000127990","ensembl"
"PON1",0,0,0,"8141052","ENSG00000005421","ensembl"
"PON3",0,0,0,"8141066","ENSG00000105852","ensembl"
"PON2",0,0,0,"8141076","ENSG00000105854","ensembl"
"PDK4",0,0,0,"8141094","ENSG00000004799","ensembl"
"SLC25A13",0,0,0,"8141107","ENSG00000004864","ensembl"
"FLJ42280",0,0,0,"8141127","ENSG00000127922","ensembl"
"SHFM1",0,0,0,"8141133","ENSG00000127922","ensembl"
"DLX5",0,0,0,"8141140","ENSG00000105880","ensembl"
"ASNS",0,0,0,"8141150","ENSG00000284707,ENSG00000070669","ensembl"
"LOC441268",0,0,0,"8141166","ENSG00000284627","ensembl"
"OCM2",0,0,0,"8141173","ENSG00000135175,ENSG00000122543","ensembl"
"TECPR1",0,0,0,"8141180","ENSG00000205356","ensembl"
"BAIAP2L1",0,0,0,"8141206","ENSG00000006453","ensembl"
"TMEM130",0,0,0,"8141228","ENSG00000166448","ensembl"
"SMURF1",0,0,0,"8141241","ENSG00000198742,ENSG00000284126","ensembl"
"KPNA7",0,0,0,"8141263","ENSG00000185467,ENSG00000284068","ensembl"
"PDAP1",0,0,0,"8141273","ENSG00000106244","ensembl"
"PTCD1",0,0,0,"8141283","ENSG00000248919,ENSG00000106246","ensembl"
"ATP5J2",0,0,0,"8141295","ENSG00000241468","ensembl"
"ZNF394",0,0,0,"8141305","ENSG00000160908","ensembl"
"FAM200A",0,0,0,"8141311","ENSG00000221909","ensembl"
"CYP3A4",0,0,0,"8141317","ENSG00000160868","ensembl"
"CYP3A5",0,0,0,"8141328","ENSG00000106258","ensembl"
"CYP3A7",0,0,0,"8141342","ENSG00000282301,ENSG00000160870","ensembl"
"OR2AE1",0,0,0,"8141361","ENSG00000244623","ensembl"
"TRIM4",0,0,0,"8141363","ENSG00000146833","ensembl"
"GJC3",0,0,0,"8141371","ENSG00000176402","ensembl"
"AZGP1",0,0,0,"8141374","ENSG00000160862","ensembl"
"ZNF3",0,0,0,"8141380","ENSG00000166526","ensembl"
"MCM7",0,0,0,"8141395","ENSG00000166508","ensembl"
"MIR25",0,0,0,"8141419","ENSG00000207547,ENSG00000208036,ENSG00000207757","ensembl"
"MIR93",0,0,0,"8141421","ENSG00000208036,ENSG00000207757,ENSG00000207547","ensembl"
"MIR106B",0,0,0,"8141423","ENSG00000207757,ENSG00000208036","ensembl"
"TAF6",0,0,0,"8141425","ENSG00000106290","ensembl"
"C7orf43",0,0,0,"8141445","ENSG00000197093,ENSG00000146826","ensembl"
"GAL3ST4",0,0,0,"8141459","ENSG00000197093","ensembl"
"GPC2",0,0,0,"8141466","ENSG00000213420","ensembl"
"GATS",0,0,0,"8141477","ENSG00000239521","ensembl"
"PMS2P1",0,0,0,"8141490","ENSG00000078319,ENSG00000201913","ensembl"
"ZCWPW1",0,0,0,"8141498","ENSG00000078487","ensembl"
"C7orf47",0,0,0,"8141517","ENSG00000160813","ensembl"
"C7orf61",0,0,0,"8141522","ENSG00000185955","ensembl"
"TSC22D4",0,0,0,"8141526","ENSG00000166925","ensembl"
"LRCH4",0,0,0,"8141535","ENSG00000274272,ENSG00000077454","ensembl"
"TFR2",0,0,0,"8141560","ENSG00000106327","ensembl"
"ACTL6B",0,0,0,"8141580","ENSG00000077080","ensembl"
"GIGYF1",0,0,0,"8141595","ENSG00000146830","ensembl"
"EPHB4",0,0,0,"8141625","ENSG00000196411","ensembl"
"UFSP1",0,0,0,"8141643","ENSG00000176125,ENSG00000087085","ensembl"
"ACHE",0,0,0,"8141648","ENSG00000087085","ensembl"
"VGF",0,0,0,"8141664","ENSG00000128564","ensembl"
"C7orf52",0,0,0,"8141669","ENSG00000167011","ensembl"
"MOGAT3",0,0,0,"8141676","ENSG00000106384","ensembl"
"PLOD3",0,0,0,"8141688","ENSG00000106397","ensembl"
"CLDN15",0,0,0,"8141708","ENSG00000106404","ensembl"
"FIS1",0,0,0,"8141717","ENSG00000214253","ensembl"
"RABL5",0,0,0,"8141728","ENSG00000128581","ensembl"
"MYL10",0,0,0,"8141737","ENSG00000106436","ensembl"
"ALKBH4",0,0,0,"8141757","ENSG00000160993","ensembl"
"POLR2J",0,0,0,"8141762","ENSG00000005075","ensembl"
"POLR2J3",0,0,0,"8141795","ENSG00000005075,ENSG00000168255,ENSG00000228049,ENSG00000272655,ENSG00000214783","ensembl"
"POLR2J2",0,0,0,"8141829","ENSG00000272655,ENSG00000267645,ENSG00000214783,ENSG00000228049,ENSG00000168255","ensembl"
"FBXL13",0,0,0,"8141846","ENSG00000161040","ensembl"
"NAPEPLD",0,0,0,"8141872","ENSG00000161048,ENSG00000275723","ensembl"
"DPY19L2P2",0,0,0,"8141882","ENSG00000170629","ensembl"
"DNAJC2",0,0,0,"8141898","ENSG00000105821","ensembl"
"SLC26A5",0,0,0,"8141922","ENSG00000170615","ensembl"
"RELN",0,0,0,"8141950","ENSG00000189056","ensembl"
"ORC5",0,0,0,"8142019","ENSG00000164815","ensembl"
"SRPK2",0,0,0,"8142036","ENSG00000135250","ensembl"
"PUS7",0,0,0,"8142061","ENSG00000091127","ensembl"
"YBX1P2",0,0,0,"8142084","ENSG00000231167","ensembl"
"ATXN7L1",0,0,0,"8142102","ENSG00000146776","ensembl"
"SYPL1",0,0,0,"8142110","ENSG00000008282","ensembl"
"FLJ36031",0,0,0,"8142136","ENSG00000253276","ensembl"
"COG5",0,0,0,"8142143","ENSG00000164597,ENSG00000284369","ensembl"
"SLC26A3",0,0,0,"8142171","ENSG00000091138","ensembl"
"LAMB1",0,0,0,"8142194","ENSG00000091136","ensembl"
"LAMB4",0,0,0,"8142232","ENSG00000091128","ensembl"
"NRCAM",0,0,0,"8142270","ENSG00000091129","ensembl"
"PNPLA8",0,0,0,"8142307","ENSG00000135241","ensembl"
"THAP5",0,0,0,"8142324","ENSG00000177683","ensembl"
"C7orf66",0,0,0,"8142329","ENSG00000205174","ensembl"
"IMMP2L",0,0,0,"8142332","ENSG00000184903","ensembl"
"DOCK4",0,0,0,"8142345","ENSG00000128512","ensembl"
"TMEM168",0,0,0,"8142407","ENSG00000146802","ensembl"
"C7orf60",0,0,0,"8142415","ENSG00000164603","ensembl"
"GPR85",0,0,0,"8142424","ENSG00000164604","ensembl"
"LOC401397",0,0,0,"8142431","ENSG00000214194","ensembl"
"PPP1R3A",0,0,0,"8142435","ENSG00000154415","ensembl"
"TFEC",0,0,0,"8142452","ENSG00000105967","ensembl"
"WNT2",0,0,0,"8142471","ENSG00000105989","ensembl"
"ASZ1",0,0,0,"8142480","ENSG00000154438","ensembl"
"CTTNBP2",0,0,0,"8142497","ENSG00000077063","ensembl"
"TSPAN12",0,0,0,"8142524","ENSG00000106025","ensembl"
"FAM3C",0,0,0,"8142540","ENSG00000174028,ENSG00000196937","ensembl"
"AASS",0,0,0,"8142554","ENSG00000008311","ensembl"
"FEZF1",0,0,0,"8142580","ENSG00000128610","ensembl"
"CADPS2",0,0,0,"8142585","ENSG00000081803","ensembl"
"RNF133",0,0,0,"8142618","ENSG00000188050","ensembl"
"RNF148",0,0,0,"8142622","ENSG00000235631","ensembl"
"TAS2R16",0,0,0,"8142624","ENSG00000128519","ensembl"
"SLC13A1",0,0,0,"8142628","ENSG00000081800","ensembl"
"IQUB",0,0,0,"8142646","ENSG00000164675","ensembl"
"NDUFA5",0,0,0,"8142663","ENSG00000128609","ensembl"
"WASL",0,0,0,"8142671","ENSG00000106299","ensembl"
"TMEM229A",0,0,0,"8142685","ENSG00000234224","ensembl"
"GPR37",0,0,0,"8142687","ENSG00000170775","ensembl"
"LOC154872",0,0,0,"8142692","ENSG00000275356","ensembl"
"POT1",0,0,0,"8142697","ENSG00000128513","ensembl"
"GRM8",0,0,0,"8142718","ENSG00000179603","ensembl"
"ZNF800",0,0,0,"8142730","ENSG00000048405","ensembl"
"GCC1",0,0,0,"8142740","ENSG00000179562","ensembl"
"PAX4",0,0,0,"8142747","ENSG00000106331","ensembl"
"LRRC4",0,0,0,"8142765","ENSG00000128594","ensembl"
"RBM28",0,0,0,"8142774","ENSG00000106344","ensembl"
"IMPDH1",0,0,0,"8142795","ENSG00000106348","ensembl"
"OPN1SW",0,0,0,"8142814","ENSG00000128617","ensembl"
"KCP",0,0,0,"8142821","ENSG00000135253","ensembl"
"TNPO3",0,0,0,"8142852","ENSG00000064419","ensembl"
"CDC26",0,0,0,"8163481","ENSG00000176386","ensembl"
"MIR182",0,0,0,"8142880","ENSG00000207990","ensembl"
"MIR96",0,0,0,"8142882","ENSG00000199158,ENSG00000207691","ensembl"
"MIR183",0,0,0,"8142884","ENSG00000199158,ENSG00000207691","ensembl"
"UBE2H",0,0,0,"8142886","ENSG00000186591","ensembl"
"ZC3HC1",0,0,0,"8142899","ENSG00000091732","ensembl"
"TMEM209",0,0,0,"8142912","ENSG00000146842","ensembl"
"TSGA14",0,0,0,"8142930","ENSG00000106477","ensembl"
"COPG2",0,0,0,"8142945","ENSG00000158623","ensembl"
"KLF14",0,0,0,"8142971","ENSG00000266265","ensembl"
"MIR29A",0,0,0,"8142975","ENSG00000283797,ENSG00000226380,ENSG00000284032","ensembl"
"MIR29B1",0,0,0,"8142977","ENSG00000283797,ENSG00000226380","ensembl"
"PODXL",0,0,0,"8142981","ENSG00000128567","ensembl"
"LOC100128596",0,0,0,"8142993","ENSG00000236281","ensembl"
"PLXNA4",0,0,0,"8142997","ENSG00000221866","ensembl"
"CHCHD3",0,0,0,"8143028","ENSG00000106554","ensembl"
"SLC35B4",0,0,0,"8143040","ENSG00000205060","ensembl"
"AKR1B1",0,0,0,"8143054","ENSG00000085662","ensembl"
"C7orf49",0,0,0,"8143065","ENSG00000122783","ensembl"
"WDR91",0,0,0,"8143070","ENSG00000105875","ensembl"
"CNOT4",0,0,0,"8143088","ENSG00000080802","ensembl"
"SLC13A4",0,0,0,"8143110","ENSG00000164707","ensembl"
"FAM180A",0,0,0,"8143127","ENSG00000189320","ensembl"
"LUZP6",0,0,0,"8143132","ENSG00000105887","ensembl"
"PTN",0,0,0,"8143144","ENSG00000105894","ensembl"
"DGKI",0,0,0,"8143154","ENSG00000157680","ensembl"
"CREB3L2",0,0,0,"8143188","ENSG00000182158","ensembl"
"SVOPL",0,0,0,"8143209","ENSG00000157703","ensembl"
"ATP6V0A4",0,0,0,"8143221","ENSG00000105929","ensembl"
"KIAA1549",0,0,0,"8143247","ENSG00000122778","ensembl"
"ZC3HAV1L",0,0,0,"8143270","ENSG00000146858","ensembl"
"ZC3HAV1",0,0,0,"8143279","ENSG00000105939","ensembl"
"KLRG2",0,0,0,"8143296","ENSG00000188883","ensembl"
"HIPK2",0,0,0,"8143307","ENSG00000064393","ensembl"
"PARP12",0,0,0,"8143327","ENSG00000059378","ensembl"
"JHDM1D",0,0,0,"8143341","ENSG00000006459","ensembl"
"SLC37A3",0,0,0,"8143367","ENSG00000157800","ensembl"
"MKRN1",0,0,0,"8143387","ENSG00000133606","ensembl"
"DENND2A",0,0,0,"8143397","ENSG00000146966","ensembl"
"BRAF",0,0,0,"8143417","ENSG00000157764","ensembl"
"MRPS33",0,0,0,"8143433","ENSG00000090263","ensembl"
"LOC401410",0,0,0,"8143437","ENSG00000204990","ensembl"
"KIAA1147",0,0,0,"8143441","ENSG00000262599,ENSG00000257093","ensembl"
"FLJ40852",0,0,0,"8143448","ENSG00000228775,ENSG00000261994","ensembl"
"PRSS37",0,0,0,"8143463","ENSG00000165076","ensembl"
"CLEC5A",0,0,0,"8143471","ENSG00000258227","ensembl"
"TAS2R38",0,0,0,"8143482","ENSG00000257138","ensembl"
"TRYX3",0,0,0,"8143486","ENSG00000276785,ENSG00000258223","ensembl"
"LOC730441",0,0,0,"8143494","ENSG00000186163,ENSG00000282170","ensembl"
"TRPV6",0,0,0,"8143499","ENSG00000276971,ENSG00000165125","ensembl"
"TRPV5",0,0,0,"8143518","ENSG00000127412,ENSG00000274348","ensembl"
"KEL",0,0,0,"8143534","ENSG00000197993,ENSG00000276615","ensembl"
"OR9A2",0,0,0,"8143555","ENSG00000179468,ENSG00000273914","ensembl"
"OR6W1P",0,0,0,"8143557","ENSG00000274360,ENSG00000179420","ensembl"
"FAM131B",0,0,0,"8143564","ENSG00000159784","ensembl"
"EPHA1",0,0,0,"8143575","ENSG00000146904","ensembl"
"FAM115A",0,0,0,"8143605","ENSG00000198420","ensembl"
"CTAGE6P",0,0,0,"8143601","ENSG00000225932,ENSG00000271079,ENSG00000236761,ENSG00000271321,ENSG00000244693","ensembl"
"OR2A9P",0,0,0,"8143629","ENSG00000170356,ENSG00000284644,ENSG00000228960","ensembl"
"OR2A7",0,0,0,"8143633","ENSG00000243896,ENSG00000180658","ensembl"
"NOBOX",0,0,0,"8143635","ENSG00000106410","ensembl"
"TPK1",0,0,0,"8143643","ENSG00000196511","ensembl"
"EZH2",0,0,0,"8143663","ENSG00000106462","ensembl"
"PDIA4",0,0,0,"8143684","ENSG00000155660","ensembl"
"ZNF786",0,0,0,"8143697","ENSG00000197362","ensembl"
"ZNF425",0,0,0,"8143702","ENSG00000204947","ensembl"
"ZNF777",0,0,0,"8143714","ENSG00000196453","ensembl"
"ZNF746",0,0,0,"8143725","ENSG00000181220","ensembl"
"ZNF767",0,0,0,"8143733","ENSG00000133624","ensembl"
"ZNF467",0,0,0,"8143749","ENSG00000181444","ensembl"
"ACTR3C",0,0,0,"8143766","ENSG00000106526","ensembl"
"RARRES2",0,0,0,"8143772","ENSG00000106538","ensembl"
"GIMAP6",0,0,0,"8143781","ENSG00000133561","ensembl"
"TMEM176B",0,0,0,"8143790","ENSG00000106565","ensembl"
"ATG9B",0,0,0,"8143803","ENSG00000181652","ensembl"
"KCNH2",0,0,0,"8143825","ENSG00000055118","ensembl"
"CDK5",0,0,0,"8143850","ENSG00000164885","ensembl"
"FASTK",0,0,0,"8143863","ENSG00000164896","ensembl"
"TMUB1",0,0,0,"8143879","ENSG00000164897","ensembl"
"GBX1",0,0,0,"8143885","ENSG00000164900","ensembl"
"ASB10",0,0,0,"8143887","ENSG00000146926","ensembl"
"ABCF2",0,0,0,"8143905","ENSG00000033050","ensembl"
"SMARCD3",0,0,0,"8143919","ENSG00000082014","ensembl"
"LOC401433",0,0,0,"8143939","NA","ensembl"
"WDR86",0,0,0,"8143941","ENSG00000187260","ensembl"
"CRYGN",0,0,0,"8143949","ENSG00000127377","ensembl"
"PRKAG2",0,0,0,"8143961","ENSG00000106617","ensembl"
"MLL3",0,0,0,"8143988","ENSG00000055609","ensembl"
"XRCC2",0,0,0,"8144036","ENSG00000196584","ensembl"
"FLJ42291",0,0,0,"8144044","ENSG00000234722","ensembl"
"PAXIP1",0,0,0,"8144047","ENSG00000157212","ensembl"
"CNPY1",0,0,0,"8144072","ENSG00000146910,ENSG00000283128","ensembl"
"SHH",0,0,0,"8144078","ENSG00000164690","ensembl"
"C7orf13",0,0,0,"8144082","ENSG00000182648","ensembl"
"LMBR1",0,0,0,"8144089","ENSG00000105983","ensembl"
"MNX1",0,0,0,"8144112","ENSG00000130675","ensembl"
"PTPRN2",0,0,0,"8144121","ENSG00000155093","ensembl"
"MIR153-2",0,0,0,"8144149","ENSG00000207960","ensembl"
"NCAPG2",0,0,0,"8144153","ENSG00000146918","ensembl"
"ESYT2",0,0,0,"8144184","ENSG00000117868","ensembl"
"VIPR2",0,0,0,"8144213","ENSG00000106018","ensembl"
"FLJ36840",0,0,0,"8144228","NA","ensembl"
"ZNF596",0,0,0,"8144230","ENSG00000172748","ensembl"
"DLGAP2",0,0,0,"8144253","ENSG00000198010,ENSG00000274161,ENSG00000282318","ensembl"
"CLN8",0,0,0,"8144279","ENSG00000182372,ENSG00000278220","ensembl"
"ARHGEF10",0,0,0,"8144281","ENSG00000283239,ENSG00000104728,ENSG00000274726","ensembl"
"KBTBD11",0,0,0,"8144317","ENSG00000176595,ENSG00000273645","ensembl"
"MYOM2",0,0,0,"8144322","ENSG00000274137,ENSG00000036448","ensembl"
"MCPH1",0,0,0,"8144361","ENSG00000147316","ensembl"
"AGPAT5",0,0,0,"8144378","ENSG00000155189","ensembl"
"FAM90A20",0,0,0,"8144388","ENSG00000235825,ENSG00000171847,ENSG00000281862,ENSG00000281040,ENSG00000205879,ENSG00000281407,ENSG00000248944,ENSG00000224710,ENSG00000249005,ENSG00000233132,ENSG00000234749,ENSG00000254597,ENSG00000215373,ENSG00000236660,ENSG00000230045,ENSG00000237122,ENSG00000233295,ENSG00000281150,ENSG00000231656,ENSG00000189393,ENSG00000223535,ENSG00000229477,ENSG00000215354,ENSG00000223885,ENSG00000280471,ENSG00000241737,ENSG00000233115,ENSG00000215365,ENSG00000254229","ensembl"
"DEFB109P1B",0,0,0,"8149358","ENSG00000254866,ENSG00000244050,ENSG00000206034,ENSG00000242296,ENSG00000205989","ensembl"
"USP17L2",0,0,0,"8149356","ENSG00000223443,ENSG00000225327,ENSG00000230549,ENSG00000277802,ENSG00000236125,ENSG00000237038","ensembl"
"DEFB105A",0,0,0,"8144401","ENSG00000186599,ENSG00000186562,ENSG00000274729","ensembl"
"DEFB107A",0,0,0,"8144405","ENSG00000277530,ENSG00000198129,ENSG00000186572","ensembl"
"OR7E125P",0,0,0,"8149208","ENSG00000254715,ENSG00000233176,ENSG00000280960,ENSG00000227013,ENSG00000177306","ensembl"
"FAM90A13",0,0,0,"8144428","ENSG00000281040,ENSG00000223885,ENSG00000254597,ENSG00000215365,ENSG00000280471,ENSG00000236660,ENSG00000205879,ENSG00000235825,ENSG00000281862,ENSG00000249005,ENSG00000229477,ENSG00000171847,ENSG00000251402,ENSG00000215354,ENSG00000229924,ENSG00000281407,ENSG00000233295,ENSG00000234749,ENSG00000248944,ENSG00000233115,ENSG00000189393,ENSG00000231656,ENSG00000254229,ENSG00000241737,ENSG00000223535,ENSG00000230045,ENSG00000237122,ENSG00000224710,ENSG00000233132,ENSG00000215373,ENSG00000281150","ensembl"
"FAM90A8",0,0,0,"8144432","ENSG00000224710,ENSG00000241737,ENSG00000231656,ENSG00000229477,ENSG00000281040,ENSG00000281862,ENSG00000215373,ENSG00000229924,ENSG00000230045,ENSG00000237122,ENSG00000254597,ENSG00000235825,ENSG00000223535,ENSG00000280471,ENSG00000189393,ENSG00000223885,ENSG00000234749,ENSG00000281407,ENSG00000254229,ENSG00000251402,ENSG00000236660,ENSG00000249005,ENSG00000215365,ENSG00000281150,ENSG00000215354,ENSG00000205879,ENSG00000233132,ENSG00000171847,ENSG00000248944,ENSG00000233115,ENSG00000233295","ensembl"
"FAM90A18",0,0,0,"8144440","ENSG00000233115,ENSG00000235825,ENSG00000230045,ENSG00000281040,ENSG00000281862,ENSG00000224710,ENSG00000229477,ENSG00000233132,ENSG00000251402,ENSG00000171847,ENSG00000205879,ENSG00000215373,ENSG00000223885,ENSG00000241737,ENSG00000236660,ENSG00000233295,ENSG00000280471,ENSG00000254229,ENSG00000215354,ENSG00000281407,ENSG00000234749,ENSG00000248944,ENSG00000229924,ENSG00000254597,ENSG00000249005,ENSG00000281150,ENSG00000189393,ENSG00000237122,ENSG00000231656,ENSG00000215365,ENSG00000223535","ensembl"
"FAM90A10",0,0,0,"8144448","ENSG00000215373,ENSG00000251402,ENSG00000281407,ENSG00000215365,ENSG00000233115,ENSG00000254229,ENSG00000234749,ENSG00000230045,ENSG00000233295,ENSG00000281862,ENSG00000231656,ENSG00000223885,ENSG00000223535,ENSG00000236660,ENSG00000229924,ENSG00000215354,ENSG00000171847,ENSG00000235825,ENSG00000281150,ENSG00000254597,ENSG00000281040,ENSG00000241737,ENSG00000205879,ENSG00000233132,ENSG00000248944,ENSG00000229477,ENSG00000280471,ENSG00000237122,ENSG00000224710,ENSG00000189393,ENSG00000249005","ensembl"
"DEFB106A",0,0,0,"8144452","ENSG00000187082,ENSG00000186579,ENSG00000275794","ensembl"
"DEFB104A",0,0,0,"8144457","ENSG00000177023,ENSG00000277006,ENSG00000176782","ensembl"
"SPAG11B",0,0,0,"8144460","ENSG00000178287,ENSG00000164871,ENSG00000274405","ensembl"
"DEFB103A",0,0,0,"8144473","ENSG00000273641,ENSG00000177243,ENSG00000176797","ensembl"
"DEFB4A",0,0,0,"8144481","ENSG00000275444,ENSG00000171711,ENSG00000177257","ensembl"
"FLJ10661",0,0,0,"8144498","ENSG00000173295","ensembl"
"CLDN23",0,0,0,"8144505","ENSG00000253958","ensembl"
"ERI1",0,0,0,"8144516","ENSG00000104626","ensembl"
"TNKS",0,0,0,"8144528","ENSG00000173273","ensembl"
"MSRA",0,0,0,"8144557","ENSG00000175806","ensembl"
"PRSS55",0,0,0,"8144571","ENSG00000184647","ensembl"
"C8orf74",0,0,0,"8144577","ENSG00000171060","ensembl"
"MTMR9",0,0,0,"8144586","ENSG00000104643","ensembl"
"TDH",0,0,0,"8144604","ENSG00000154316","ensembl"
"C8orf12",0,0,0,"8144621","ENSG00000184608","ensembl"
"BLK",0,0,0,"8144625","ENSG00000136573","ensembl"
"NCRNA00208",0,0,0,"8144639","ENSG00000170983","ensembl"
"GATA4",0,0,0,"8144643","ENSG00000136574","ensembl"
"C8orf49",0,0,0,"8144656","ENSG00000255394","ensembl"
"NEIL2",0,0,0,"8144658","ENSG00000154328","ensembl"
"FDFT1",0,0,0,"8144669","ENSG00000079459","ensembl"
"DEFB135",0,0,0,"8144687","ENSG00000205883","ensembl"
"ZNF705D",0,0,0,"8144691","ENSG00000196946,ENSG00000215356,ENSG00000215372,ENSG00000215339,ENSG00000214534,ENSG00000215343,ENSG00000274195","ensembl"
"LOC100131581",0,0,0,"8144701","NA","ensembl"
"C8orf79",0,0,0,"8144705","ENSG00000250305","ensembl"
"C8orf48",0,0,0,"8144721","ENSG00000164743","ensembl"
"TUSC3",0,0,0,"8144726","ENSG00000104723","ensembl"
"EFHA2",0,0,0,"8144742","ENSG00000155970","ensembl"
"ZDHHC2",0,0,0,"8144758","ENSG00000104219","ensembl"
"VPS37A",0,0,0,"8144774","ENSG00000155975","ensembl"
"SLC7A2",0,0,0,"8144786","ENSG00000003989","ensembl"
"PDGFRL",0,0,0,"8144802","ENSG00000104213","ensembl"
"PCM1",0,0,0,"8144812","ENSG00000078674","ensembl"
"NAT1",0,0,0,"8144857","ENSG00000171428","ensembl"
"NAT2",0,0,0,"8144866","ENSG00000156006","ensembl"
"NSAP11",0,0,0,"8144874","ENSG00000187229","ensembl"
"SH2D4A",0,0,0,"8144880","ENSG00000104611","ensembl"
"INTS10",0,0,0,"8144894","ENSG00000104613","ensembl"
"LPL",0,0,0,"8144917","ENSG00000175445","ensembl"
"ATP6V1B2",0,0,0,"8144931","ENSG00000147416","ensembl"
"XPO7",0,0,0,"8144953","ENSG00000130227","ensembl"
"NPM2",0,0,0,"8144982","ENSG00000158806","ensembl"
"FGF17",0,0,0,"8144995","ENSG00000158815","ensembl"
"EPB49",0,0,0,"8145005","ENSG00000158856","ensembl"
"FAM160B2",0,0,0,"8145027","ENSG00000158863","ensembl"
"SFTPC",0,0,0,"8145047","ENSG00000168484","ensembl"
"BMP1",0,0,0,"8145055","ENSG00000168487","ensembl"
"POLR3D",0,0,0,"8145085","ENSG00000168495","ensembl"
"PIWIL2",0,0,0,"8145097","ENSG00000197181","ensembl"
"SLC39A14",0,0,0,"8145122","ENSG00000104635","ensembl"
"PPP3CC",0,0,0,"8145136","ENSG00000120910","ensembl"
"SORBS3",0,0,0,"8145151","ENSG00000120896","ensembl"
"PDLIM2",0,0,0,"8145175","ENSG00000120913","ensembl"
"C8orf58",0,0,0,"8145193","ENSG00000241852,ENSG00000248235","ensembl"
"KIAA1967",0,0,0,"8145201","ENSG00000158941","ensembl"
"RHOBTB2",0,0,0,"8145227","ENSG00000008853","ensembl"
"TNFRSF10C",0,0,0,"8145244","ENSG00000173535","ensembl"
"CHMP7",0,0,0,"8145259","ENSG00000147457","ensembl"
"R3HCC1",0,0,0,"8145272","ENSG00000104679","ensembl"
"SLC25A37",0,0,0,"8145281","ENSG00000147454","ensembl"
"ADAM28",0,0,0,"8145293","ENSG00000042980","ensembl"
"ADAMDEC1",0,0,0,"8145317","ENSG00000134028","ensembl"
"ADAM7",0,0,0,"8145334","ENSG00000069206","ensembl"
"NEFM",0,0,0,"8145361","ENSG00000104722","ensembl"
"DOCK5",0,0,0,"8145365","ENSG00000147459","ensembl"
"CDCA2",0,0,0,"8145418","ENSG00000184661","ensembl"
"PPP2R2A",0,0,0,"8145440","ENSG00000221914","ensembl"
"BNIP3L",0,0,0,"8145454","ENSG00000104765","ensembl"
"DPYSL2",0,0,0,"8145470","ENSG00000092964","ensembl"
"PTK2B",0,0,0,"8145490","ENSG00000120899","ensembl"
"EPHX2",0,0,0,"8145532","ENSG00000120915","ensembl"
"SCARA3",0,0,0,"8145555","ENSG00000168077","ensembl"
"ESCO2",0,0,0,"8145570","ENSG00000171320","ensembl"
"ELP3",0,0,0,"8145586","ENSG00000134014","ensembl"
"PNOC",0,0,0,"8145603","ENSG00000168081","ensembl"
"FZD3",0,0,0,"8145611","ENSG00000104290","ensembl"
"EXTL3",0,0,0,"8145624","ENSG00000012232","ensembl"
"HMBOX1",0,0,0,"8145636","ENSG00000147421","ensembl"
"LEPROTL1",0,0,0,"8145652","ENSG00000104660","ensembl"
"DCTN6",0,0,0,"8145660","ENSG00000104671","ensembl"
"RBPMS",0,0,0,"8145669","ENSG00000157110","ensembl"
"UBXN8",0,0,0,"8145691","ENSG00000104691","ensembl"
"WRN",0,0,0,"8145702","ENSG00000165392","ensembl"
"NRG1",0,0,0,"8145736","NA","ensembl"
"MAK16",0,0,0,"8145782","ENSG00000198042","ensembl"
"LOC100293539",0,0,0,"8145795","ENSG00000252505,ENSG00000253995","ensembl"
"UNC5D",0,0,0,"8145799","ENSG00000156687","ensembl"
"FKSG2",0,0,0,"8145824","ENSG00000219491","ensembl"
"ZNF703",0,0,0,"8145829","ENSG00000183779","ensembl"
"ERLIN2",0,0,0,"8145835","ENSG00000147475","ensembl"
"PROSC",0,0,0,"8145854","ENSG00000147471","ensembl"
"GPR124",0,0,0,"8145865","ENSG00000020181","ensembl"
"EIF4EBP1",0,0,0,"8145889","ENSG00000187840","ensembl"
"ASH2L",0,0,0,"8145894","ENSG00000129691","ensembl"
"BAG4",0,0,0,"8145914","ENSG00000156735","ensembl"
"DDHD2",0,0,0,"8145922","ENSG00000085788","ensembl"
"LETM2",0,0,0,"8145942","ENSG00000165046","ensembl"
"TACC1",0,0,0,"8145954","ENSG00000147526","ensembl"
"PLEKHA2",0,0,0,"8145977","ENSG00000169499","ensembl"
